age,income,transactions,credit_limit,avg_spent,payment_delay,churn
52,130694,92,18589,815,22,0
18,88475,44,9848,4489,25,0
38,84341,82,17973,9793,2,1
65,115377,60,13766,1030,6,1
23,62863,63,14520,8384,19,1
45,101837,5,12943,2359,17,0
34,85439,87,11292,5257,29,0
22,27194,86,11076,8372,23,1
48,91387,90,17017,9911,1,0
22,141361,76,9655,1567,0,1
55,101914,40,9945,1227,11,0
20,86214,19,9774,743,15,1
40,116176,47,3205,1211,11,1
54,119292,65,13342,8424,20,0
54,49777,67,5027,8962,9,0
27,145355,91,17327,3060,28,0
27,46183,18,8188,5639,8,0
36,47445,50,3808,4060,20,1
34,87038,30,14851,4503,26,1
38,136477,66,16354,2677,17,1
31,107201,5,16058,1337,25,1
26,36198,93,15620,4214,3,1
63,41411,97,4913,3578,7,1
18,70577,42,18803,5532,22,0
68,35867,84,3167,2150,20,1
62,82501,94,3144,3448,3,0
30,34266,5,3167,3020,29,1
21,59422,50,10752,7769,15,0
18,55208,85,10368,8097,20,0
66,128538,58,18550,9864,22,1
57,141544,79,4575,862,20,0
49,51213,84,19254,9341,7,1
51,27367,8,17543,2756,6,0
45,144158,31,8243,7852,22,1
48,99026,12,13926,9827,24,0
25,55362,21,2055,4858,23,1
56,139377,94,17717,5797,12,1
43,71588,62,10083,5361,27,1
51,58285,91,2362,1375,7,0
20,146683,90,1925,6455,21,1
67,145085,33,19827,7629,6,1
29,94755,26,17321,4351,23,1
18,91846,90,11769,9844,28,1
61,56307,40,4980,8305,4,0
22,115167,65,8260,7156,25,0
47,100280,59,17151,2422,17,0
47,39867,15,11597,9320,29,1
34,76523,1,2419,1628,22,0
65,104161,11,12067,5061,25,0
64,26378,55,1059,9455,18,0
40,104685,2,3524,1519,9,0
32,127669,65,2578,5524,10,0
54,96958,95,13598,8074,7,0
38,47926,44,15527,4427,5,1
31,123215,16,17047,3341,10,1
19,118707,22,1707,5977,15,0
28,33180,18,6277,9366,29,1
68,112837,47,2780,1508,3,1
56,138070,81,14811,1726,1,1
55,56931,30,19797,2135,12,1
51,44014,10,14145,7761,6,1
55,134775,99,15662,9015,16,0
67,116472,58,19545,8029,22,0
51,99872,62,12731,2185,12,1
35,78502,85,9800,4212,9,0
47,107736,80,17692,7558,12,0
32,25470,6,6439,9233,9,0
44,116395,67,5307,3444,6,0
68,34953,41,3364,1827,9,0
51,124580,43,17568,6406,28,0
69,58507,85,6324,9330,15,0
55,138961,77,6483,2760,2,1
50,112969,18,1245,1929,3,1
41,111493,58,9430,9653,27,1
32,26523,60,9183,3462,3,0
47,106923,88,6924,7886,3,1
59,77190,27,17903,2968,15,0
68,67761,68,14901,3728,8,1
34,51169,22,4907,8820,5,1
22,65641,24,1276,4899,9,0
46,42990,40,6101,4466,24,1
21,49661,74,15537,9608,27,0
27,33419,66,13501,5781,3,1
34,34457,40,5603,5517,22,1
27,87600,6,17335,5655,28,0
34,123619,18,14386,1750,11,1
37,96102,81,5053,5188,9,1
41,53085,87,7073,4573,11,1
22,117064,30,17525,4287,27,1
51,70654,21,11561,9631,24,1
23,26130,62,19101,6158,25,0
19,125723,10,13748,9693,18,0
30,22042,13,8313,4272,28,0
60,90134,76,6714,2712,18,0
60,62982,9,17783,7367,21,0
65,118422,68,10526,7463,23,0
28,85185,39,14582,6193,0,1
68,53477,24,11815,4491,3,0
64,134161,34,14760,9795,12,0
40,72709,61,7255,2687,7,1
33,48716,41,17622,3532,21,1
48,98137,5,4215,4403,13,0
28,56018,79,8541,8720,15,1
33,28061,50,4647,9952,1,1
25,28609,4,10808,4170,7,1
21,55371,51,19813,6227,12,1
57,130350,52,4652,5394,29,0
21,103021,39,15028,6018,0,0
42,40805,8,14803,2836,11,1
20,27857,45,7307,3823,16,1
49,31620,88,2535,7620,6,1
20,28177,28,15932,8359,15,0
44,50111,27,16749,599,13,1
46,140770,65,9727,4156,9,0
49,108578,34,18332,7286,2,0
67,104181,81,11834,1193,27,1
68,109941,62,10213,5301,11,1
36,147049,62,16437,8709,7,1
38,31826,38,2403,4209,15,1
22,33890,26,8506,3270,24,1
35,102428,24,8591,1530,23,1
45,137067,39,13996,4975,0,1
59,146044,21,6060,4709,16,0
39,78031,94,16062,7495,5,0
38,139440,47,2602,2119,27,0
23,132134,48,14472,9542,0,1
18,95020,13,3196,9667,23,0
22,25495,3,12091,3016,14,0
58,48481,32,16040,8495,12,1
29,31267,35,17494,1625,29,0
43,137897,19,17016,9184,5,1
63,125702,14,7023,7406,20,0
51,26743,48,4867,6104,12,1
66,74800,86,10569,3536,21,1
31,123475,81,8641,3026,3,1
43,68773,68,6004,666,0,0
62,77042,45,10963,4689,22,1
44,69476,19,14796,7848,9,0
26,147967,64,9204,1075,24,0
43,112105,66,8077,7671,3,1
64,48552,79,13526,9297,12,0
39,85242,66,4261,3843,3,0
64,65772,75,18046,2318,15,0
47,63730,45,14397,9847,8,1
60,48948,87,4390,9507,3,0
65,96311,74,16299,6523,25,0
34,89093,67,2902,8479,19,0
43,89123,69,17712,9654,7,0
53,36535,3,10631,5671,26,0
18,86490,38,16562,5909,3,0
25,66562,77,14540,5041,8,1
66,139042,42,4846,6880,10,1
52,145251,83,13359,4360,23,1
69,109080,40,17608,2014,4,1
32,147844,50,3520,1567,8,0
64,78535,35,9064,1381,7,0
39,118991,24,19791,7409,29,0
31,61269,88,7683,5532,25,0
43,100674,17,18194,7002,3,1
45,62462,40,4117,4139,19,1
40,23127,74,16604,5057,0,0
31,43147,66,13578,8792,19,0
41,65528,44,3251,4032,27,0
19,97095,23,14513,3316,12,1
62,133100,6,5661,6911,23,1
43,88931,66,15103,907,27,1
31,110925,21,7421,7704,27,0
68,86381,35,5925,3015,4,0
24,119468,29,13202,8633,21,0
20,131258,7,3646,2239,19,1
64,83749,93,19130,4552,29,1
40,58672,53,5309,758,20,1
63,33731,37,17832,9200,9,0
60,144647,23,18952,6286,15,1
64,74512,97,13667,4183,7,0
62,118658,8,8310,5220,11,0
35,71024,76,15967,4226,24,0
55,136712,48,10239,1178,2,1
52,121121,10,8088,9975,25,1
68,23832,79,13822,9598,3,1
32,52332,24,18448,8959,16,1
42,32467,90,4821,6626,26,1
54,61025,47,2436,5406,20,1
45,33107,53,13897,8398,19,0
27,148347,39,19867,1700,21,1
56,97994,67,8719,5855,21,1
34,114202,66,3794,1616,12,0
56,63481,6,12528,6844,25,1
39,22581,21,11082,6430,5,1
43,95118,73,14018,9590,2,0
61,144010,74,18481,1558,13,1
42,71638,36,19022,7784,6,0
34,143714,3,16584,1187,2,0
30,28418,88,10850,6077,5,0
37,113627,86,9455,6090,28,1
42,49113,78,12184,8652,12,0
21,104363,42,14207,7563,13,1
27,143607,45,1160,9479,14,0
20,83044,44,9418,8895,25,1
58,99955,91,8081,2991,15,0
62,81030,33,5412,5322,0,1
35,31814,60,11114,7504,14,1
64,119340,86,19722,7511,29,1
53,30024,93,18985,6200,23,1
64,83288,83,6888,5362,6,1
39,129236,83,4718,5850,27,1
51,77836,70,11614,9918,8,1
64,27435,83,19309,9605,14,1
25,87084,77,9443,855,13,1
57,144023,26,16203,3972,18,0
66,90601,86,17369,8932,27,0
61,108416,21,8274,8210,23,0
36,140871,2,16759,9312,17,0
59,138645,47,18986,1354,8,0
58,23407,30,17897,6863,0,1
54,118943,27,16104,7204,11,0
23,52940,71,9633,4124,9,0
69,25666,20,9192,5946,6,0
43,57122,50,7501,9752,13,0
51,138647,95,18286,9073,25,1
62,45092,23,6719,6531,29,1
23,149753,13,10412,6682,0,0
54,143402,81,16963,1632,14,0
50,95645,4,19705,2976,21,0
39,121190,14,1855,3635,0,0
38,120468,20,2017,2579,12,1
23,149207,13,6279,1444,19,1
23,46505,3,11412,6340,22,1
65,56713,90,8712,4462,1,0
21,74387,90,16817,7174,2,1
47,63169,82,7624,1334,3,0
28,93282,96,17579,4250,15,1
47,97511,78,16131,4684,21,1
48,71742,47,5694,7678,28,0
41,60522,3,15047,5668,11,1
26,101132,1,5651,5491,24,1
20,139622,90,13726,8646,3,0
68,138764,24,12299,5790,21,1
48,123489,35,18441,4738,11,1
57,119397,14,6207,8898,6,0
54,23880,67,11897,8665,19,1
53,63454,13,3792,4034,21,0
41,75711,47,1420,2552,2,0
48,63539,50,3840,8651,4,0
23,128984,78,14437,528,11,0
19,88321,85,18415,9905,11,0
37,107985,26,8639,8879,26,0
45,34799,3,18875,2360,25,0
28,134584,51,5975,8434,19,0
21,124843,40,17893,3072,22,0
32,80102,68,19243,8551,21,0
23,70726,36,16535,6628,6,0
66,68784,51,6061,4514,21,0
47,140364,1,2858,4752,11,0
55,133034,33,14678,2627,1,1
68,63333,7,3065,3207,13,0
19,60828,52,15391,2313,22,0
32,89526,11,14346,8316,15,0
28,74362,27,16237,8851,23,1
25,73997,14,7773,9035,6,0
43,143973,86,10788,8896,3,1
68,70341,80,15094,8996,19,0
62,39073,46,5442,9091,27,1
61,122399,76,10247,6749,4,1
22,34549,10,14195,6985,13,1
23,103795,24,10215,9677,8,1
43,76920,61,4204,2305,4,1
21,105326,18,17959,5547,1,0
36,95515,86,17582,6040,4,0
37,149392,9,2365,2596,28,0
50,40316,17,19382,5837,2,1
37,46183,58,18400,1959,9,1
66,113860,13,1025,7434,7,1
29,44624,50,4724,8922,25,1
64,82515,6,4458,4282,9,0
18,123712,85,11559,4000,28,1
43,105781,51,5746,9574,1,0
31,66705,36,14217,6105,13,1
55,109326,71,10067,6919,26,1
54,46756,25,10133,9124,3,1
28,80390,11,4041,9900,20,1
53,88369,44,8765,8389,11,1
30,90821,14,6404,5738,19,0
60,29589,29,1571,2317,28,1
20,133012,74,9796,8070,13,0
50,34116,50,13612,5603,15,0
23,93181,5,16305,1117,4,1
67,64786,72,9573,9009,25,1
27,114686,69,2236,6785,15,1
22,143711,88,3380,956,26,1
40,96425,57,8177,1000,28,1
27,50286,26,15538,8574,3,1
61,123081,6,12971,2815,28,0
19,35994,16,11297,4374,2,0
30,121039,60,2517,7130,0,1
57,131915,12,18917,5473,29,1
19,142961,75,6887,5274,3,0
37,110198,3,12486,1503,8,0
18,124672,63,5642,7348,0,0
54,46639,64,19534,4696,15,1
26,37205,62,12423,7215,22,0
34,76677,6,12399,1566,2,1
26,52930,19,7061,5216,23,1
28,93313,18,13685,7108,5,0
32,113851,80,5487,3734,12,0
41,133153,87,13018,6994,16,0
55,112509,43,8750,4998,14,1
52,38316,73,18461,5767,25,1
47,47304,3,18684,6671,20,0
48,121839,72,11350,8595,29,1
66,116058,38,15410,4169,11,0
22,107876,68,16105,5215,28,1
61,105366,76,19913,6569,7,0
67,33403,44,4260,2461,26,1
31,100052,95,17747,1375,15,0
28,137478,89,15574,9234,2,1
26,104627,80,14712,4016,27,1
51,93495,63,18229,4365,27,1
29,51932,42,18711,4999,3,0
52,116090,64,4255,9710,6,1
52,56701,54,4237,7733,14,1
18,23385,78,13433,6447,10,0
57,141324,77,10497,1074,15,0
39,119226,71,17350,1958,21,1
46,77241,76,16941,7895,13,1
25,30367,37,11224,3672,22,0
28,85030,4,9956,2970,12,1
58,66505,2,6465,3927,8,1
54,144462,99,17882,8298,24,0
31,53332,44,3944,8236,17,0
47,105178,67,6856,4706,2,0
52,96325,68,12996,2700,19,1
38,55268,76,13652,3464,21,1
54,106486,83,7077,7405,4,0
22,45563,74,1135,3813,21,0
36,125185,62,16773,3427,26,1
31,56404,1,10292,9373,23,0
43,75182,17,5033,8970,1,1
21,52991,16,15178,4958,21,0
42,124601,9,7546,2148,24,0
62,67663,53,9396,6027,20,1
59,85886,73,11563,9850,16,1
42,142002,59,13882,8684,15,0
35,103848,9,17945,2841,28,1
57,44127,12,4314,2018,23,1
25,77692,41,19595,2338,19,0
56,114389,15,19755,1370,23,1
57,57500,66,13927,6038,12,1
31,53785,75,3681,5977,19,1
49,104146,11,3806,9863,10,1
68,109126,8,12961,1628,7,0
55,114979,55,19639,6999,24,0
50,67997,96,13602,1784,20,0
40,27170,6,10092,9262,4,0
32,33303,53,7382,3364,1,0
50,91743,20,10942,6545,24,1
42,97852,39,4159,2477,26,1
34,55187,99,6656,9138,3,1
50,85034,72,2452,9972,2,0
64,91776,34,10435,5539,1,0
19,21893,57,19706,7539,2,0
31,33753,19,10862,9328,15,1
57,58090,71,11219,3473,19,1
57,84922,31,2768,5126,8,1
68,96768,82,7096,618,5,0
56,79412,40,6185,8499,25,0
68,142406,14,12855,2792,14,1
23,76030,81,11494,2604,4,1
23,37509,37,15460,1567,28,1
20,88653,44,2169,923,8,0
24,56929,9,7590,4319,23,0
68,149626,58,17770,8203,5,1
25,68291,20,19814,1780,2,1
59,24042,92,18789,3932,22,0
69,82574,50,1123,1262,12,1
32,57201,20,16626,2129,25,1
64,112282,36,6909,5999,21,0
46,34016,27,4896,9134,27,1
50,45022,72,9066,3514,14,1
69,120962,32,10373,1997,10,1
47,47938,1,18111,8780,29,0
56,63678,17,8039,9671,15,1
44,138171,9,13076,9153,14,1
53,149638,84,4670,4052,23,0
46,121248,45,18525,8137,27,1
55,81720,96,11567,9071,5,1
50,125514,66,16029,4996,13,0
54,76805,32,16793,5146,10,1
44,94323,45,9550,3483,25,1
50,21986,9,16338,3560,19,1
21,96478,30,19595,8334,9,0
39,102994,84,1972,7304,15,1
19,32161,38,1360,8010,11,0
27,40689,60,3632,3450,6,0
22,147101,1,4190,5040,6,0
27,114699,5,5948,7918,26,0
50,80924,63,16346,6563,23,0
55,121311,99,16554,8161,17,0
30,119273,36,19008,3921,14,0
48,94308,65,13120,2490,26,1
64,121128,78,19140,4356,5,1
53,83745,73,8818,1982,29,0
62,146881,94,6119,3045,18,1
41,21211,24,13953,4720,7,1
69,20229,4,15900,1142,19,1
32,138972,78,1975,4418,14,0
46,68542,89,17265,2086,29,1
25,34345,68,5318,2909,3,0
22,121489,25,3313,7004,17,0
46,51819,74,18171,554,12,1
64,67779,99,19812,1341,21,0
21,102421,7,9747,7428,21,0
29,112244,13,11301,5087,0,0
62,85584,68,16048,9676,27,1
19,39950,43,14134,3406,7,1
44,35173,57,7664,5588,18,1
48,137743,36,14382,5556,16,0
68,78032,14,11841,6482,9,1
68,135074,82,13427,2772,0,1
53,119273,72,8483,6641,0,1
53,48036,96,2363,8515,20,0
43,143885,27,4959,8794,4,0
60,132857,37,2749,9661,0,1
44,91356,87,1540,1571,20,0
22,34292,71,8634,1236,22,1
37,23052,76,11614,6876,20,1
28,64377,25,11282,8249,24,0
27,109317,67,4958,4130,19,0
57,87838,90,16412,727,12,0
55,87819,4,4859,7165,8,0
23,133689,79,9050,6211,15,0
25,128103,96,19041,6656,27,0
40,35620,93,7185,4070,7,1
64,50461,74,18423,9136,13,1
43,40750,85,19500,8493,28,0
63,118426,16,15388,2119,16,0
60,108719,19,9876,2704,28,1
29,29472,29,5018,3203,3,1
43,89263,51,10989,8242,6,0
30,132036,18,19208,8074,16,0
57,77602,58,9452,9873,27,1
35,45523,44,4571,1297,23,1
42,50766,16,10680,9526,15,1
50,123262,65,15318,3499,13,1
64,86060,2,17738,3264,15,1
57,29079,56,6029,4184,26,0
60,28399,79,16668,8699,1,1
29,80726,28,3774,6739,23,0
61,112906,65,17972,4374,14,1
53,36532,5,15048,3829,10,0
65,142689,22,1604,6569,12,1
21,102357,13,11420,6084,3,0
22,63162,65,9365,9305,23,1
54,23749,16,15689,9380,0,0
25,31353,86,17737,9589,14,1
59,132313,64,17014,8801,11,0
66,48477,32,1433,1660,20,0
45,44570,80,12144,4110,8,0
48,106373,51,1867,5244,6,0
26,31437,79,15340,7831,2,1
68,58104,58,12837,2503,15,1
46,83370,46,15291,8535,3,0
31,24551,52,9787,2027,25,1
57,88359,63,1393,7818,22,0
58,74880,76,13056,7734,13,1
39,32916,60,11392,5669,21,1
28,146150,65,13189,5110,12,0
40,100703,81,14141,7221,28,1
18,61445,55,12621,9197,19,0
63,67636,57,19510,4750,18,1
54,93927,92,9330,7126,26,1
38,98194,71,4960,3355,1,1
43,49685,73,1663,4464,9,0
63,71134,86,15533,8435,27,1
53,108916,26,15491,2174,24,0
40,127967,12,10265,9882,18,0
18,114455,71,5574,2892,14,1
68,147763,46,6546,7378,6,0
57,87847,47,1185,2421,14,1
32,59993,79,19364,4933,16,0
38,64333,38,8808,2327,23,1
64,128574,21,1829,1216,15,0
26,78865,14,14560,1130,16,0
26,99096,2,12520,5360,27,0
27,69756,72,12540,8776,15,0
69,142863,70,11677,4268,17,1
43,81192,33,13803,9428,16,1
58,80686,6,14888,3207,3,0
52,68733,90,14234,8918,1,0
69,124089,37,2225,3857,16,0
42,45993,14,6774,9999,16,0
43,50492,37,14043,8360,1,1
28,40981,8,17163,4704,21,1
55,44143,77,3844,4730,1,1
19,97603,13,8347,5533,28,0
24,109452,40,4996,4886,14,1
35,80277,92,10690,8657,28,1
44,127044,58,2688,8175,27,0
51,131957,18,15287,2367,27,1
44,69990,57,19831,7465,15,0
34,148406,83,18251,7696,10,0
60,82888,38,13504,526,28,0
61,89351,32,7952,6656,1,0
68,117372,86,12716,9624,7,0
41,69999,66,16763,7088,20,0
42,123013,77,7084,6267,29,0
24,122811,87,14219,966,23,1
69,124879,25,11204,8189,11,1
23,90309,92,17097,3200,13,0
41,32446,58,5049,9309,27,1
50,50733,75,4457,4277,13,1
66,139156,33,18632,3187,23,1
46,96000,88,18551,5832,11,0
60,68632,66,4490,7306,1,1
39,41576,30,16470,5556,13,0
43,23320,81,17189,679,22,0
45,30750,34,14162,8496,24,0
67,123002,86,19281,5964,11,0
38,73463,69,12728,7220,23,0
66,46572,48,19563,1421,28,0
24,138361,40,13912,3592,8,0
34,37948,51,6955,6027,28,1
37,146898,80,11162,7965,7,1
58,136528,13,3720,3219,19,0
66,58826,90,11573,8613,15,1
37,109051,31,19327,9715,9,1
39,47867,39,12338,651,6,0
45,80231,63,12675,8704,14,1
57,86262,48,15371,9406,24,0
66,111356,87,14936,4125,8,1
24,146340,48,11019,8940,3,0
18,92233,61,9414,1644,22,0
49,64678,12,2746,4982,5,1
30,127561,78,17913,5034,27,0
47,32963,56,9325,1220,11,1
40,84360,18,12995,5068,14,0
68,69434,27,5486,3729,18,0
36,86617,28,17485,1506,25,1
49,40269,82,15328,5228,21,1
47,137569,80,19929,7599,23,1
46,96312,52,19942,7616,1,0
66,117352,16,12233,4313,27,1
62,99732,77,18332,1037,18,0
46,137658,58,10760,3185,23,1
47,127648,93,16702,2480,19,1
33,101494,9,19437,6406,19,1
57,108905,26,1193,1039,1,1
36,97225,28,12612,7546,14,1
35,102867,77,9229,7761,26,0
18,57528,36,5566,9175,25,0
31,144597,9,7595,9720,11,1
68,98972,47,6609,6800,28,1
64,85602,78,6108,551,0,1
67,116261,51,2783,8934,22,0
19,110748,76,11158,2186,13,0
45,143193,57,6831,3321,3,1
66,146277,32,1041,7063,21,0
67,53332,67,12186,8620,23,0
47,144481,57,12561,8596,10,1
55,110937,54,18445,9116,6,0
68,149529,16,10868,9386,12,0
21,98929,62,4689,9045,13,0
18,89206,84,8595,4190,6,0
25,111137,96,15687,2189,21,1
46,22251,56,1325,8984,10,0
56,65717,23,2120,1216,19,0
20,119108,17,17491,7783,19,0
49,47027,80,11870,5075,24,1
27,117382,38,7294,5072,10,1
27,106551,72,6193,1137,20,1
36,29583,83,16213,8479,8,1
63,70387,30,16611,9991,26,1
51,43104,58,15230,4448,27,1
50,32224,98,19423,9381,24,1
40,80624,78,18187,6050,3,0
45,76058,22,11040,9403,1,0
49,124320,17,1766,9130,1,0
67,116372,15,14696,3841,24,0
24,49299,48,4527,6050,8,1
46,98572,32,19690,4738,18,0
25,105469,77,12021,2283,14,0
18,97928,85,18872,9559,20,1
20,149518,40,5129,1988,20,0
41,93474,97,12758,7660,17,1
40,24141,57,19757,967,15,1
25,43350,58,15312,6083,1,0
64,95082,91,12804,1917,25,0
54,90871,99,14777,6405,11,1
20,25077,16,11983,2276,28,0
68,66015,28,7990,1581,0,1
50,91147,98,4983,3425,1,0
45,79180,1,4768,4584,13,0
64,60857,41,2504,8128,26,0
25,121196,48,3450,6695,6,1
51,79840,31,12236,1511,16,1
52,145463,36,19417,8402,14,0
49,79902,33,9002,1313,16,0
41,25577,33,10891,772,8,1
31,40002,82,7019,4144,12,1
49,70711,23,14898,2216,1,1
63,59451,60,11472,6776,26,1
60,119811,87,16264,6732,14,0
33,69103,79,18691,7328,19,1
21,48647,90,11719,856,10,1
69,54831,30,1975,703,18,1
54,138330,89,11248,4245,13,1
38,120304,45,14002,2096,26,0
31,116498,80,15213,7114,3,0
48,148949,39,11618,996,26,0
65,133870,45,11620,562,29,1
35,115119,78,4733,2079,10,1
24,86830,81,9551,9231,15,0
27,100632,12,3223,4793,22,0
24,56833,93,17868,5376,25,1
50,132394,32,2428,8350,29,1
40,112864,56,3080,4625,1,0
38,44398,24,14776,3213,1,1
36,144633,13,1695,5828,8,0
65,81554,20,1201,9772,21,1
36,70755,79,13049,8387,26,0
53,37706,56,16628,3879,22,1
46,42340,53,9265,2098,20,1
35,84994,68,13460,8133,28,1
19,83884,54,4477,3678,20,0
18,104361,34,3202,8544,3,1
64,37482,28,16542,5613,7,1
22,74225,50,15624,3872,22,1
37,78849,2,9449,7263,25,0
28,94854,94,12850,1569,17,1
59,61256,26,7317,3276,14,0
19,129545,51,6350,1692,1,1
20,128721,47,3806,1313,21,0
40,101110,26,8163,1652,27,0
29,133606,84,1185,6332,10,1
37,34650,92,9070,2383,16,0
22,66118,84,12545,767,6,1
54,48930,75,19458,4171,7,1
55,105707,74,17006,3312,29,1
47,149030,61,1201,7062,9,1
26,120400,23,12284,7513,23,0
51,31801,37,6710,5677,2,0
61,71360,41,16698,4585,12,0
52,107908,52,3102,883,22,0
69,36559,83,10102,3350,16,0
39,52334,82,2571,7221,12,1
61,125473,49,6125,7583,26,1
41,33288,27,7697,1549,18,0
34,42398,6,19543,2333,28,0
27,96230,74,15034,9489,21,1
47,32191,66,2329,4967,8,0
63,38051,24,9652,3475,20,0
40,81715,38,4699,5655,28,0
49,30737,28,7027,8198,15,0
34,85140,28,19657,8500,29,1
67,45251,66,11667,1790,4,1
68,70975,61,5823,8461,8,0
34,25147,46,10347,8099,27,1
31,70508,69,17881,7686,8,0
26,72224,75,7959,8006,5,1
57,39643,74,14616,2687,20,0
19,58967,43,7210,8758,9,1
62,118850,59,13517,8291,17,1
42,123535,2,13620,7270,10,1
56,60733,15,4976,9270,23,0
26,104003,37,18991,8434,27,1
39,54808,71,9912,2105,23,1
60,139222,20,18658,8487,14,0
63,87288,98,13059,7665,6,0
21,78959,35,1690,6554,13,0
43,21849,34,13344,5005,7,0
46,88178,86,4437,7747,18,0
62,87136,31,3355,6307,14,1
51,80740,87,1749,6756,18,0
40,132255,19,13965,8551,17,0
54,106322,68,13847,4784,16,1
28,64565,24,6758,2654,2,0
23,40183,84,19088,8242,2,0
35,135306,39,12637,3304,6,1
38,21132,92,7074,2720,27,1
59,58259,54,14378,9690,9,0
53,116612,39,19761,1221,24,0
58,83668,17,15529,9906,27,1
55,148355,19,6274,7474,16,0
51,58563,48,15007,6303,14,1
34,112227,35,7409,3894,7,1
54,128835,32,19599,4525,16,1
42,30931,47,7288,8628,2,0
55,147156,47,1885,5656,3,0
29,93169,64,1864,5312,26,0
40,149457,46,7917,9150,7,1
59,70639,35,12686,9318,12,0
39,142536,94,4054,2956,0,0
38,123313,17,9977,706,27,1
44,78901,42,17199,1856,17,0
48,120417,29,9536,7961,10,0
23,21044,70,16070,7656,20,1
44,66691,17,17937,8651,5,1
57,120735,81,8683,7022,15,1
51,44363,14,18171,3173,20,0
29,66694,24,11011,1549,28,0
62,21582,57,16271,7323,18,0
24,99910,50,9896,3091,25,1
27,86844,57,15582,7376,22,0
62,41301,61,8190,4504,27,0
34,94329,39,10144,6473,16,0
43,21620,55,1814,8782,17,1
38,82224,96,10740,9167,10,0
45,76655,36,3777,8556,13,1
63,115419,37,5958,2546,11,0
19,57534,14,4825,5807,24,1
60,140050,27,18600,8236,29,1
18,123496,83,15800,4190,19,0
68,59390,31,10999,3766,23,0
53,91629,73,13964,5129,24,1
68,75856,81,7772,3245,6,1
43,69252,83,10481,7523,16,0
46,75809,44,16737,8776,4,1
38,42259,68,18246,3139,21,1
28,40655,48,11677,5436,13,1
57,53005,57,3355,576,26,0
28,51629,75,10157,6973,23,1
53,43610,22,3395,4004,25,0
66,77184,4,1524,2924,12,0
56,41602,81,1561,6984,23,0
57,105945,72,9167,5796,28,1
52,31110,46,17184,7067,11,1
51,26073,59,5664,6586,13,1
64,120846,34,2205,2721,24,0
41,100818,11,13039,905,8,0
39,30195,31,13393,2629,3,0
22,21537,11,3238,7334,21,0
50,37138,56,18544,897,18,0
53,64328,38,13987,3973,0,0
64,145138,21,6239,5489,28,0
37,66202,94,13017,4426,12,0
36,60164,10,17455,2444,5,1
52,146545,26,18138,9129,0,1
69,109743,91,10096,5891,24,1
60,74659,8,15814,5899,26,1
34,106155,8,14291,722,21,0
62,69692,60,3621,2110,16,1
60,140198,72,4190,8330,26,0
51,44845,34,4948,5104,28,1
26,109846,16,2287,4500,2,0
43,123435,13,15590,3164,16,1
19,50562,87,16668,1565,1,1
26,48036,76,2772,5864,21,1
26,80752,91,7200,9968,6,0
57,94233,22,16762,5893,0,1
34,103049,96,4138,7602,25,1
18,128575,27,8213,8001,20,1
42,88681,64,15941,1103,21,1
60,47818,2,3416,5630,14,1
57,50544,97,16964,6795,3,0
59,82532,26,18968,8880,5,0
42,98636,92,2046,7603,20,1
56,77705,83,15909,9367,12,0
52,40104,69,14578,1137,28,1
20,144336,97,19549,2344,26,1
67,147904,84,6719,546,22,1
54,89603,30,16960,1319,12,1
61,122499,8,18560,4307,19,0
61,79025,38,16598,3522,0,1
68,116264,61,16624,1580,1,1
47,52317,81,7411,3646,5,0
55,51416,65,9074,1777,29,1
51,62012,67,11352,7241,28,1
29,125585,46,16003,2717,25,0
36,88045,90,10223,5765,28,0
54,41400,95,13718,3386,10,1
61,68270,72,2315,6134,17,1
66,92069,43,18276,9487,12,1
34,139415,59,9936,3828,20,0
27,69833,46,14767,7793,11,1
66,83644,72,7466,3506,19,1
64,100206,35,16185,7458,6,1
29,89468,39,6090,8472,19,1
33,132899,92,5240,4643,6,0
41,79473,51,17795,6017,26,0
36,65809,4,15910,1718,23,1
25,58328,80,3446,8518,6,0
48,56784,77,4346,9416,1,1
38,43723,84,13411,1844,10,0
34,80646,51,17469,637,0,0
40,86255,5,8749,4950,20,0
54,20074,55,5142,5406,28,1
33,144173,20,17070,3259,12,1
23,46498,24,15187,558,11,0
25,85522,36,8087,1270,12,1
42,116881,34,16635,888,6,0
35,40541,54,16807,3922,11,1
42,65929,34,11197,7512,16,0
29,143199,83,13271,5352,26,0
32,120453,17,18187,1095,7,1
43,46028,5,15724,9127,2,1
58,49545,89,10261,2482,6,0
62,99569,18,14479,9465,18,1
43,51673,55,16804,8709,19,0
64,50974,53,13333,4830,7,0
49,78899,50,13827,5929,13,1
27,43097,72,10600,2192,13,1
33,122511,91,12932,3270,1,1
24,113144,79,17648,4876,5,1
34,84824,45,13040,5426,15,0
40,43525,13,17127,3767,25,0
43,77804,16,13473,9830,8,0
38,35043,86,17709,8064,25,1
39,61846,84,2206,2195,24,1
24,97261,13,10696,2086,20,0
31,122240,20,14714,5180,14,1
32,127611,66,2440,5947,18,1
24,70227,99,10147,5960,14,1
26,73028,47,17267,8465,21,0
68,57383,19,9746,2768,11,0
